Pokemon,Card Type,Generation,Card Number,Price
FAMILIAR BELL,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,161 OF 189,0.19
GLIMWOOD TANGLE,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,162 OF 189,1.35
GLIMWOOD TANGLE,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,162 OF 189,0.19
KABU,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,163 OF 189,0.89
KABU,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,163 OF 189,0.19
OLD PC,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,164 OF 189,0.39
OLD PC,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,164 OF 189,0.19
PIERS,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,165 OF 189,1.35
PIERS,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,165 OF 189,0.29
POKEMON BREEDER'S NURTURING,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,166 OF 189,1.35
POKEMON BREEDER'S NURTURING,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,166 OF 189,0.29
RARE FOSSIL,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,167 OF 189,0.89
RARE FOSSIL,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,167 OF 189,0.19
ROSE,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,168 OF 189,1.45
ROSE,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,168 OF 189,0.19
ROSE TOWER,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,169 OF 189,0.59
ROSE TOWER,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,169 OF 189,0.19
SPIKEMUTH,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,170 OF 189,1.25
SPIKEMUTH,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,170 OF 189,0.19
STRUGGLE GLOVES,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,171 OF 189,1.15
STRUGGLE GLOVES,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,171 OF 189,0.19
TURBO PATCH,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,172 OF 189,2.99
TURBO PATCH,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,172 OF 189,0.69
YELL HORN,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,173 OF 189,0.29
YELL HORN,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,173 OF 189,0.19
HEAT FIRE ENERGY,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,174 OF 189,1.85
HEAT FIRE ENERGY,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,174 OF 189,0.69
HIDING DARKNESS ENERGY,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,175 OF 189,2.29
HIDING DARKNESS ENERGY,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,175 OF 189,1.25
POWERFUL COLORLESS ENERGY,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,176 OF 189,0.89
POWERFUL COLORLESS ENERGY,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,176 OF 189,0.39
BUTTERFREE V,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,177 OF 189,10.99
HOUNDOOM V,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,178 OF 189,9.99
CENTISKORCH V,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,179 OF 189,9.75
VIKAVOLT V,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,180 OF 189,9.75
RHYPERIOR V,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,181 OF 189,9.25
CROBAT V,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,182 OF 189,16.99
SCIZOR V,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,183 OF 189,11.99
GALARIAN STUNFISK V,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,184 OF 189,12.99
SALAMENCE V,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,185 OF 189,10.99
KABU,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,186 OF 189,7.75
PIERS,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,187 OF 189,12.99
POKEMON BREEDER'S NURTURING,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,188 OF 189,8.75
ROSE,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,189 OF 189,9.75
BUTTERFREE VMAX,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,190 OF 189,28.99
CENTISKORCH VMAX,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,191 OF 189,20.99
ETERNATUS VMAX,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,192 OF 189,33.99
SCIZOR VMAX,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,193 OF 189,30.99
SALAMENCE VMAX,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,194 OF 189,30.99
POKEMON BREEDER'S NURTURING,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,195 OF 189,23.99
ROSE,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,196 OF 189,14.99
RILLABOOM,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,197 OF 189,36.99
COALOSSAL,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,198 OF 189,28.99
BIG PARASOL,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,199 OF 189,12.99
TURBO PATCH,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,200 OF 189,16.99
CAPTURE ENERGY,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,201 OF 189,14.99
PINSIR,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,01 OF 203,0.49
PINSIR,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,01 OF 203,0.29
HOPPIP,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,02 OF 203,0.29
HOPPIP,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,02 OF 203,0.15
SKIPLOOM,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,03 OF 203,0.39
SKIPLOOM,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,03 OF 203,0.25
JUMPLUFF,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,04 OF 203,1.69
JUMPLUFF,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,04 OF 203,1.59
SEEDOT,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,05 OF 203,0.29
TROPIUS,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,06 OF 203,0.49
TROPIUS,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,06 OF 203,0.29
LEAFEON V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,07 OF 203,6.35
LEAFEON VMAX,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,08 OF 203,8.35
PETILIL,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,09 OF 203,0.29
LILLIGANT,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,10 OF 203,0.49
LILLIGANT,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,10 OF 203,0.29
GARBODOR V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,100 OF 203,2.39
GARBODOR VMAX,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,101 OF 203,4.89
ZORUA,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,102 OF 203,0.29
ZOROARK,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,103 OF 203,1.59
ZOROARK,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,103 OF 203,1.59
NICKIT,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,104 OF 203,0.29
THIEVUL,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,105 OF 203,0.59
THIEVUL,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,105 OF 203,0.29
ALTARIA,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,106 OF 203,0.59
ALTARIA,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,106 OF 203,0.39
BAGON,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,107 OF 203,0.29
SHELGON,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,108 OF 203,0.39
SHELGON,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,108 OF 203,0.19
SALAMENCE,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,109 OF 203,1.79
SALAMENCE,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,109 OF 203,1.59
DWEBBLE,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,11 OF 203,0.29
RAYQUAZA V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,110 OF 203,3.89
RAYQUAZA VMAX,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,111 OF 203,12.75
DIALGA,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,112 OF 203,1.19
DIALGA,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,112 OF 203,1.19
DEINO,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,113 OF 203,0.29
ZWEILOUS,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,114 OF 203,0.39
ZWEILOUS,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,114 OF 203,0.19
HYDREIGON,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,115 OF 203,1.39
HYDREIGON,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,115 OF 203,1.29
KYUREM,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,116 OF 203,1.49
KYUREM,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,116 OF 203,1.29
NOIVERN V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,117 OF 203,2.39
ZYGARDE,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,118 OF 203,1.49
ZYGARDE,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,118 OF 203,1.39
DRAMPA,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,119 OF 203,0.49
DRAMPA,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,119 OF 203,0.29
CRUSTLE,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,12 OF 203,0.39
CRUSTLE,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,12 OF 203,0.19
FLAPPLE,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,120 OF 203,0.49
FLAPPLE,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,120 OF 203,0.29
APPLETUN,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,121 OF 203,0.49
APPLETUN,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,121 OF 203,0.29
DURALUDON V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,122 OF 203,2.39
DURALUDON VMAX,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,123 OF 203,12.75
REGIDRAGO,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,124 OF 203,1.89
REGIDRAGO,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,124 OF 203,1.39
EEVEE,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,125 OF 203,0.59
TEDDIURSA,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,126 OF 203,0.29
URSARING,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,127 OF 203,0.39
URSARING,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,127 OF 203,0.19
SMEARGLE,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,128 OF 203,0.49
SMEARGLE,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,128 OF 203,0.29
SLAKOTH,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,129 OF 203,0.29
TREVENANT V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,13 OF 203,2.69
VIGOROTH,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,130 OF 203,0.39
VIGOROTH,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,130 OF 203,0.19
SLAKING,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,131 OF 203,1.59
SLAKING,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,131 OF 203,1.59
SWABLU,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,132 OF 203,0.29
LILLIPUP,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,133 OF 203,0.29
HERDIER,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,134 OF 203,0.39
HERDIER,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,134 OF 203,0.19
STOUTLAND,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,135 OF 203,0.49
STOUTLAND,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,135 OF 203,0.29
RUFFLET,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,136 OF 203,0.29
BRAVIARY,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,137 OF 203,0.39
BRAVIARY,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,137 OF 203,0.19
FLETCHLING,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,138 OF 203,0.29
FLETCHINDER,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,139 OF 203,0.39
FLETCHINDER,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,139 OF 203,0.19
TREVENANT VMAX,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,14 OF 203,5.39
TALONFLAME,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,140 OF 203,0.49
TALONFLAME,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,140 OF 203,0.29
AROMA LADY,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,141 OF 203,0.39
AROMA LADY,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,141 OF 203,0.19
BOOST SHAKE,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,142 OF 203,0.49
BOOST SHAKE,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,142 OF 203,0.39
COPYCAT,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,143 OF 203,0.29
COPYCAT,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,143 OF 203,0.19
CRYSTAL CAVE,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,144 OF 203,1.39
CRYSTAL CAVE,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,144 OF 203,0.79
DIGGING GLOVES,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,145 OF 203,0.29
DIGGING GLOVES,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,145 OF 203,0.19
DREAM BALL,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,146 OF 203,0.29
DREAM BALL,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,146 OF 203,0.19
ELEMENTAL BADGE,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,147 OF 203,0.29
ELEMENTAL BADGE,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,147 OF 203,0.19
FULL FACE GUARD,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,148 OF 203,0.29
FULL FACE GUARD,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,148 OF 203,0.29
GORDIE,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,149 OF 203,0.29
GORDIE,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,149 OF 203,0.19
GOSSIFLEUR,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,15 OF 203,0.29
LUCKY ICE POP,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,150 OF 203,0.29
LUCKY ICE POP,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,150 OF 203,0.19
MOON & SUN BADGE,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,151 OF 203,0.39
MOON & SUN BADGE,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,151 OF 203,0.19
RAIHAN,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,152 OF 203,1.59
RAIHAN,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,152 OF 203,0.89
RAPID STRIKE SCROLL OF THE FLYING DRAGON,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,153 OF 203,0.29
RAPID STRIKE SCROLL OF THE FLYING DRAGON,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,153 OF 203,0.19
RESCUE CARRIER,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,154 OF 203,0.59
RESCUE CARRIER,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,154 OF 203,0.59
RIBBON BADGE,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,155 OF 203,0.39
RIBBON BADGE,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,155 OF 203,0.19
RUBBER GLOVES,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,156 OF 203,0.39
RUBBER GLOVES,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,156 OF 203,0.19
SHOPPING CENTER,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,157 OF 203,0.39
SHOPPING CENTER,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,157 OF 203,0.19
SINGLE STRIKE SCROLL OF THE FANGED DRAGON,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,158 OF 203,0.39
SINGLE STRIKE SCROLL OF THE FANGED DRAGON,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,158 OF 203,0.19
SNOW LEAF BADGE,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,159 OF 203,0.39
SNOW LEAF BADGE,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,159 OF 203,0.19
ELDEGOSS,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,16 OF 203,1.89
ELDEGOSS,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,16 OF 203,1.59
SPIRIT MASK,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,160 OF 203,0.39
SPIRIT MASK,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,160 OF 203,0.29
STORMY MOUNTAINS,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,161 OF 203,1.29
STORMY MOUNTAINS,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,161 OF 203,0.89
SWITCHING CUPS,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,162 OF 203,0.29
SWITCHING CUPS,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,162 OF 203,0.19
TOY CATCHER,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,163 OF 203,0.39
TOY CATCHER,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,163 OF 203,0.29
ZINNIA'S RESOLVE,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,164 OF 203,0.49
ZINNIA'S RESOLVE,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,164 OF 203,0.39
TREASURE ENERGY,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,165 OF 203,0.69
TREASURE ENERGY,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,165 OF 203,0.19
LEAFEON V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,166 OF 203,23.75
LEAFEON V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,167 OF 203,62.75
TREVENANT V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,168 OF 203,13.75
FLAREON V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,169 OF 203,26.75
APPLIN,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,17 OF 203,0.29
VOLCARONA V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,170 OF 203,13.75
GYARADOS V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,171 OF 203,19.75
VAPOREON V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,172 OF 203,26.75
SUICUNE V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,173 OF 203,19.75
GLACEON V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,174 OF 203,29.75
GLACEON V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,175 OF 203,54.75
ARCTOVISH V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,176 OF 203,9.85
JOLTEON V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,177 OF 203,24.75
DRACOZOLT V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,178 OF 203,9.75
ESPEON V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,179 OF 203,23.75
FLAREON VMAX,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,18 OF 203,7.85
ESPEON V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,180 OF 203,59.75
GOLURK V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,181 OF 203,12.75
GOLURK V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,182 OF 203,25.75
SYLVEON V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,183 OF 203,23.75
SYLVEON V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,184 OF 203,49.75
MEDICHAM V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,185 OF 203,12.75
MEDICHAM V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,186 OF 203,26.75
LYCANROC V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,187 OF 203,13.75
UMBREON V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,188 OF 203,34.75
UMBREON V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,189 OF 203,74.75
ENTEI,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,19 OF 203,1.89
ENTEI,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,19 OF 203,1.69
GARBODOR V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,190 OF 203,10.75
DRAGONITE V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,191 OF 203,19.75
DRAGONITE V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,192 OF 203,64.75
RAYQUAZA V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,193 OF 203,28.75
RAYQUAZA V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,194 OF 203,57.75
NOIVERN V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,195 OF 203,10.75
NOIVERN V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,196 OF 203,39.75
DURALUDON V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,197 OF 203,11.75
DURALUDON V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,198 OF 203,25.75
AROMA LADY,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,199 OF 203,16.75
VICTINI,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,20 OF 203,1.89
VICTINI,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,20 OF 203,1.59
COPYCAT,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,200 OF 203,7.85
GORDIE,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,201 OF 203,9.85
RAIHAN,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,202 OF 203,23.75
ZINNIA'S RESOLVE,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,203 OF 203,8.85
LEAFEON VMAX,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,204 OF 203,24.75
LEAFEON VMAX,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,205 OF 203,94.75
TREVENANT VMAX,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,206 OF 203,13.75
GYARADOS VMAX,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,207 OF 203,23.75
GLACEON VMAX,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,208 OF 203,26.75
GLACEON VMAX,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,209 OF 203,77.75
VOLCARONA V,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,21 OF 203,3.89
DRACOZOLT VMAX,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,210 OF 203,18.75
SYLVEON VMAX,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,211 OF 203,33.75
SYLVEON VMAX,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,212 OF 203,74.75
LYCANROC VMAX,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,213 OF 203,13.75
UMBREON VMAX,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,214 OF 203,34.75
UMBREON VMAX,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,215 OF 203,219.75
GARBODOR VMAX,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,216 OF 203,12.75
RAYQUAZA VMAX,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,217 OF 203,59.75
RAYQUAZA VMAX,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,218 OF 203,149.75
DURALUDON VMAX,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,219 OF 203,16.75
LITLEO,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,22 OF 203,0.29
DURALUDON VMAX,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,220 OF 203,28.75
AROMA LADY,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,221 OF 203,11.75
COPYCAT,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,222 OF 203,12.75
GORDIE,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,223 OF 203,9.85
RAIHAN,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,224 OF 203,10.75
ZINNIAS RESOLVE,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,225 OF 203,12.75
FROSLASS,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,226 OF 203,18.75
INTELEON,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,227 OF 203,22.75
CRESSELIA,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,228 OF 203,21.75
BOOSTER SHAKE,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,229 OF 203,10.75
PYROAR,REVERSE HOLO,SWORD AND SHIELD - EVOLVING SKIES,23 OF 203,0.39
PYROAR,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,23 OF 203,0.19
CRYSTAL CAVE,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,230 OF 203,13.75
FULL FACE SHIELD,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,231 OF 203,10.75
STORMY MOUNTAINS,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,232 OF 203,13.75
TOY CATCHER,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,233 OF 203,8.85
TURRFIELD STADIUM,STANDARD,SWORD AND SHIELD - EVOLVING SKIES,234 OF 203,12.75
